listing_id,date
203997,2019-05-23
203997,2019-05-26
203997,2019-07-06
203997,2019-08-05
203997,2019-09-28
203997,2019-12-10
203997,2022-12-18
203997,2023-03-09
203997,2023-03-20
203997,2023-05-24
203997,2023-06-05
203997,2023-06-14
203997,2023-07-23
203997,2023-10-07
203997,2023-11-03
203997,2024-03-09
203997,2024-04-16
203997,2024-04-19
203997,2024-05-10
203997,2024-05-31
203997,2024-10-31
203997,2024-12-21
203997,2025-01-03
203997,2025-01-18
203997,2025-04-07
203997,2025-05-28
203997,2025-06-15
203997,2025-07-04
203997,2025-07-28
203997,2025-08-16
276025,2012-03-15
276025,2012-03-26
276025,2012-04-28
276025,2012-05-17
276025,2012-06-08
276025,2012-06-21
276025,2012-06-27
276025,2012-07-11
276025,2012-11-05
276025,2012-12-05
276025,2013-02-26
276025,2013-03-29
276025,2013-04-01
276025,2013-04-22
276025,2013-10-16
276025,2013-11-02
276025,2013-12-10
276025,2014-03-18
276025,2014-04-21
276025,2014-08-18
276025,2015-01-24
276025,2015-01-31
276025,2015-02-14
276025,2015-03-12
276025,2015-05-02
276025,2015-05-10
276025,2015-05-13
276025,2015-05-21
276025,2015-05-24
276025,2015-06-08
276025,2015-06-11
276025,2015-07-05
276025,2015-07-17
276025,2015-07-29
276025,2015-08-03
276025,2015-08-07
276025,2015-09-03
276025,2015-10-15
276025,2015-10-21
276025,2015-10-25
276025,2015-12-07
276025,2016-03-11
276025,2016-03-19
276025,2016-04-19
276025,2016-05-31
276025,2016-06-05
276025,2016-06-18
276025,2016-07-28
276025,2016-08-23
276025,2016-09-02
276025,2016-09-15
276025,2016-09-30
276025,2016-11-02
276025,2017-01-26
276025,2017-02-09
276025,2017-02-24
276025,2017-03-11
276025,2017-03-21
276025,2017-04-01
276025,2017-04-29
276025,2017-05-27
276025,2017-06-23
276025,2017-07-02
276025,2017-07-22
276025,2017-08-15
276025,2017-08-29
276025,2017-10-31
276025,2017-12-22
276025,2018-01-02
276025,2018-02-27
276025,2018-03-16
276025,2018-03-25
276025,2018-03-30
276025,2018-04-18
276025,2018-04-22
276025,2018-04-26
276025,2018-06-10
276025,2018-07-27
276025,2018-08-07
276025,2018-08-11
276025,2018-10-27
276025,2018-12-29
276025,2019-01-23
276025,2019-01-27
276025,2019-01-31
276025,2019-02-04
276025,2019-02-28
276025,2019-03-29
276025,2019-05-14
276025,2019-05-18
276025,2019-06-27
276025,2020-01-22
276025,2020-03-02
276025,2020-03-15
276025,2020-07-27
276025,2020-10-15
276025,2020-11-08
276025,2021-01-15
276025,2021-02-21
276025,2021-03-31
276025,2021-04-26
276025,2021-05-31
276025,2021-07-16
276025,2022-04-24
276025,2022-05-28
276025,2022-07-27
276025,2022-12-30
276025,2023-01-29
276025,2023-02-12
276025,2023-02-28
276025,2023-03-13
276025,2023-04-20
276025,2023-05-17
276025,2023-06-01
276025,2023-06-19
276025,2023-06-30
276025,2023-07-28
276025,2023-09-16
276025,2024-05-26
276025,2024-08-10
276025,2024-10-05
276025,2024-12-01
276025,2025-07-20
338682,2012-03-02
338682,2012-03-10
338682,2012-04-06
338682,2012-04-15
338682,2012-04-28
338682,2012-05-28
338682,2012-06-10
338682,2012-07-16
338682,2013-02-17
338682,2013-07-08
338682,2013-09-15
338682,2013-11-07
338682,2013-12-20
338682,2013-12-30
338682,2014-06-02
338682,2014-06-26
338682,2014-08-10
338682,2014-08-22
338682,2014-11-30
338682,2015-02-21
338682,2015-03-31
338682,2015-05-04
338682,2015-05-27
338682,2015-06-03
338682,2015-06-06
338682,2015-06-11
338682,2015-06-27
338682,2015-08-01
338682,2015-10-03
338682,2015-10-11
338682,2015-10-22
338682,2015-11-21
338682,2015-11-28
338682,2015-12-04
338682,2015-12-22
338682,2016-01-22
338682,2016-02-01
338682,2016-02-03
338682,2016-02-15
338682,2016-06-20
338682,2016-06-25
338682,2016-07-01
338682,2016-07-10
338682,2016-07-24
338682,2016-09-05
338682,2016-09-15
338682,2016-09-22
338682,2016-10-08
338682,2016-11-05
338682,2016-11-11
338682,2016-11-18
338682,2016-11-22
338682,2016-11-30
338682,2016-12-11
338682,2016-12-23
338682,2016-12-27
338682,2017-05-31
338682,2017-06-09
338682,2017-06-30
338682,2017-07-04
338682,2017-07-08
338682,2017-07-12
338682,2017-07-16
338682,2017-07-24
338682,2017-08-05
338682,2017-08-09
338682,2017-08-25
338682,2017-09-01
338682,2017-09-08
338682,2017-09-17
338682,2018-08-14
338682,2018-08-17
338682,2018-08-20
338682,2018-08-23
338682,2018-08-28
338682,2018-09-03
338682,2018-09-07
338682,2018-09-11
338682,2018-09-15
338682,2019-11-04
338682,2019-12-11
338682,2020-02-02
338682,2020-03-04
338682,2020-03-07
338682,2020-03-13
338682,2020-04-16
338682,2020-05-31
338682,2020-10-08
338682,2020-11-07
338682,2020-12-07
338682,2021-01-31
338682,2021-03-14
338682,2021-03-31
338682,2021-04-16
338682,2021-04-23
338682,2021-09-11
338682,2021-10-31
338682,2021-12-01
338682,2022-01-01
338682,2022-01-17
338682,2022-02-06
338682,2022-02-21
338682,2022-03-02
338682,2022-03-13
338682,2022-07-07
338682,2022-07-15
338682,2022-07-23
338682,2022-08-26
338682,2022-08-31
338682,2022-09-09
338682,2022-09-15
338682,2022-09-29
338682,2022-10-15
338682,2022-10-23
338682,2022-10-31
338682,2023-09-26
338682,2024-04-16
338682,2024-08-31
338682,2024-11-02
338682,2024-11-16
338682,2024-12-02
338682,2024-12-31
338682,2025-01-11
338682,2025-04-06
338682,2025-05-16
338682,2025-07-05
338682,2025-07-13
338682,2025-08-30
338682,2025-09-07
338682,2025-09-20
399388,2012-07-15
399388,2012-08-08
399388,2012-10-06
399388,2013-02-13
399388,2013-02-18
399388,2013-03-05
399388,2013-03-07
399388,2013-05-01
399388,2013-06-09
399388,2013-06-15
399388,2013-06-21
399388,2013-06-23
399388,2013-06-29
399388,2013-07-01
399388,2013-07-13
399388,2013-08-23
399388,2013-08-29
399388,2013-08-30
399388,2013-10-12
399388,2014-02-15
399388,2014-03-04
399388,2014-03-06
399388,2014-04-17
399388,2014-05-02
399388,2014-05-16
399388,2014-06-22
399388,2014-06-27
399388,2014-07-17
399388,2014-07-25
399388,2014-08-05
399388,2014-09-13
399388,2014-10-15
399388,2014-11-08
399388,2014-11-20
399388,2014-11-25
399388,2015-01-22
399388,2015-02-02
399388,2015-02-16
399388,2015-02-21
399388,2015-03-31
399388,2015-04-30
399388,2015-05-03
399388,2015-05-05
399388,2015-05-07
399388,2015-08-07
399388,2015-11-16
399388,2016-08-17
399388,2023-08-06
399388,2023-12-03
399388,2024-04-07
399388,2024-04-21
399388,2024-05-16
399388,2024-08-01
399388,2024-08-31
399388,2024-09-28
399388,2024-12-15
399388,2025-01-01
399388,2025-06-06
399388,2025-06-28
399388,2025-07-05
399388,2025-08-01
419631,2013-05-25
419631,2015-03-04
419631,2016-03-06
419631,2016-05-26
419631,2016-10-02
419631,2017-01-18
419631,2017-01-19
419631,2017-03-07
419631,2017-03-10
419631,2017-03-16
419631,2017-04-01
419631,2017-04-08
419631,2017-04-30
419631,2017-05-11
419631,2017-05-14
419631,2017-06-10
419631,2017-06-16
419631,2017-06-25
419631,2017-07-29
419631,2018-01-17
419631,2018-03-04
419631,2018-03-07
419631,2018-03-11
419631,2018-03-17
419631,2018-05-18
419631,2018-05-28
419631,2018-06-12
419631,2018-06-30
419631,2018-07-13
419631,2018-07-25
419631,2018-08-13
419631,2018-09-07
419631,2018-09-15
419631,2018-09-28
419631,2018-10-05
419631,2018-10-11
419631,2018-10-21
419631,2019-01-17
419631,2019-02-03
419631,2019-02-28
419631,2019-03-17
419631,2019-03-24
419631,2019-03-30
419631,2019-04-06
419631,2019-04-12
419631,2019-04-21
419631,2019-06-12
419631,2019-06-22
419631,2019-07-06
419631,2019-07-27
419631,2019-11-01
419631,2019-11-16
419631,2020-02-07
419631,2020-02-14
419631,2020-09-20
419631,2022-10-14
419631,2023-02-05
419631,2023-04-07
419631,2023-05-05
419631,2023-05-07
419631,2023-05-27
419631,2023-06-04
419631,2023-06-14
419631,2023-06-26
419631,2023-07-04
419631,2023-07-11
419631,2023-07-28
419631,2023-08-18
419631,2023-09-07
419631,2023-09-14
419631,2023-09-22
419631,2023-09-25
419631,2023-09-27
419631,2023-10-20
419631,2023-11-01
419631,2023-11-23
419631,2023-11-24
419631,2024-01-17
419631,2024-03-27
419631,2024-05-11
419631,2024-06-17
419631,2025-05-05
419631,2025-06-06
626512,2012-09-17
626512,2012-09-25
626512,2012-10-01
626512,2012-10-03
626512,2012-10-14
626512,2013-03-05
626512,2014-06-04
626512,2015-01-04
626512,2016-02-01
626512,2016-05-07
626512,2016-09-30
626512,2016-10-02
626512,2016-11-02
626512,2018-07-06
626512,2018-09-28
626512,2018-11-15
626512,2018-12-01
626512,2018-12-07
626512,2019-01-04
626512,2019-03-01
626512,2019-06-14
626512,2019-06-22
626512,2020-02-01
626512,2020-03-28
626512,2020-08-28
626512,2020-10-03
626512,2020-10-12
626512,2021-01-03
626512,2021-01-27
626512,2021-04-10
626512,2021-04-27
626512,2021-06-25
626512,2021-07-24
626512,2021-09-30
626512,2021-11-11
626512,2021-11-24
626512,2023-01-02
626512,2023-08-08
626512,2023-09-18
626512,2024-02-17
626512,2024-02-24
626512,2024-03-12
626512,2024-05-25
626512,2024-06-10
626512,2024-06-17
626512,2024-06-21
626512,2024-07-02
626512,2024-07-06
626512,2024-08-16
626512,2024-08-31
626512,2024-09-19
626512,2024-10-04
626512,2024-12-29
626512,2025-01-03
626512,2025-02-10
626512,2025-02-28
626512,2025-03-31
626512,2025-04-20
626512,2025-05-10
626512,2025-05-16
626512,2025-06-29
626512,2025-07-31
649023,2012-09-30
649023,2013-05-28
649023,2013-06-29
649023,2013-10-07
649023,2013-11-09
649023,2014-06-27
649023,2014-07-07
649023,2014-07-23
649023,2014-08-22
649023,2014-08-28
649023,2014-08-30
649023,2014-09-12
649023,2015-05-01
649023,2015-09-13
649023,2016-03-06
649023,2016-06-30
649023,2017-09-17
649023,2017-09-21
649023,2017-09-24
649023,2017-10-02
649023,2017-10-15
649023,2017-10-20
649023,2017-10-31
649023,2017-11-09
649023,2017-11-19
649023,2017-11-26
649023,2017-12-09
649023,2017-12-22
649023,2018-01-04
649023,2020-08-10
649023,2020-09-15
649023,2020-09-30
649023,2020-10-19
649023,2021-05-08
649023,2021-05-17
649023,2021-05-21
649023,2021-05-28
649023,2021-06-02
649023,2021-06-19
649023,2021-06-25
649023,2021-06-27
649023,2021-07-10
649023,2021-07-15
649023,2021-07-23
649023,2021-07-30
649023,2021-08-13
649023,2021-09-04
649023,2021-09-08
649023,2021-09-19
649023,2021-09-22
649023,2021-10-24
649023,2021-11-03
649023,2021-11-26
649023,2021-12-03
649023,2021-12-08
649023,2021-12-17
649023,2022-01-03
649023,2022-01-23
649023,2022-02-17
649023,2022-02-24
649023,2022-03-05
649023,2022-03-11
649023,2022-03-19
649023,2022-04-05
649023,2022-04-17
649023,2022-04-24
649023,2022-04-30
649023,2022-05-06
649023,2022-05-13
649023,2022-05-21
649023,2022-05-26
649023,2022-06-03
649023,2022-06-06
649023,2022-06-11
649023,2022-06-16
649023,2022-06-20
649023,2022-06-24
649023,2022-07-02
649023,2022-07-10
649023,2022-07-15
649023,2022-07-19
649023,2022-08-27
649023,2022-09-11
649023,2022-09-18
649023,2022-09-23
649023,2022-10-01
649023,2022-10-10
649023,2022-10-13
649023,2022-11-02
649023,2022-11-06
649023,2022-11-10
649023,2022-11-13
649023,2022-11-30
649023,2022-12-14
649023,2022-12-28
649023,2023-01-26
649023,2023-02-11
649023,2023-02-26
649023,2023-03-05
649023,2023-03-17
649023,2023-03-30
649023,2023-04-02
649023,2023-04-21
649023,2023-04-24
649023,2023-04-28
649023,2023-05-13
649023,2023-05-24
649023,2023-05-28
649023,2023-06-10
649023,2023-06-20
649023,2023-06-25
649023,2023-06-28
649023,2023-07-21
649023,2023-07-26
649023,2023-08-09
649023,2023-08-28
649023,2023-09-02
649023,2023-10-11
649023,2023-10-14
649023,2023-10-20
649023,2023-10-29
649023,2023-11-10
649023,2023-12-07
649023,2023-12-17
649023,2024-01-19
649023,2024-01-31
649023,2024-02-09
649023,2024-02-20
649023,2024-03-05
649023,2024-03-09
649023,2024-03-15
649023,2024-03-22
649023,2024-03-29
649023,2024-04-04
649023,2024-04-11
649023,2024-04-15
649023,2024-04-27
649023,2024-05-11
649023,2024-05-17
649023,2024-05-24
649023,2024-06-02
649023,2024-06-14
649023,2024-06-24
649023,2024-06-29
649023,2024-07-13
649023,2024-07-25
649023,2024-08-04
649023,2024-08-13
649023,2024-09-08
649023,2024-09-11
649023,2024-09-19
649023,2024-09-22
649023,2024-09-27
649023,2024-10-04
649023,2024-10-12
649023,2024-10-18
649023,2024-10-26
649023,2024-11-03
649023,2024-11-09
649023,2024-12-01
649023,2024-12-08
649023,2025-01-02
649023,2025-01-18
649023,2025-01-31
649023,2025-02-06
649023,2025-02-14
649023,2025-03-04
649023,2025-03-27
649023,2025-03-30
649023,2025-04-02
649023,2025-04-03
649023,2025-04-06
649023,2025-04-17
649023,2025-04-30
649023,2025-05-14
649023,2025-05-21
649023,2025-05-22
649023,2025-05-25
649023,2025-05-28
649023,2025-06-01
649023,2025-06-05
649023,2025-06-06
649023,2025-06-08
649023,2025-06-15
649023,2025-06-19
649023,2025-06-24
649023,2025-07-05
649023,2025-07-06
649023,2025-07-09
649023,2025-07-13
649023,2025-07-19
649023,2025-07-21
649023,2025-07-23
649023,2025-07-25
649023,2025-08-04
649023,2025-08-06
649023,2025-08-18
649023,2025-09-04
649023,2025-09-07
649023,2025-09-10
664917,2012-10-18
664917,2012-12-23
664917,2013-01-19
664917,2013-01-31
664917,2013-02-16
664917,2013-03-30
664917,2013-08-16
664917,2013-09-08
664917,2013-09-23
664917,2014-04-23
664917,2014-05-04
664917,2014-05-11
664917,2014-05-25
664917,2014-08-23
664917,2014-10-03
664917,2017-07-26
664917,2017-12-22
664917,2018-04-19
664917,2018-05-12
664917,2018-05-24
664917,2018-06-27
664917,2019-06-23
664917,2019-08-17
664917,2019-09-06
664917,2019-09-20
664917,2019-10-19
664917,2019-11-16
664917,2019-12-08
664917,2019-12-22
664917,2020-01-13
664917,2020-01-16
664917,2020-03-17
664917,2020-08-30
664917,2020-10-31
664917,2021-06-19
664917,2021-08-28
664917,2021-12-03
664917,2021-12-20
664917,2022-01-10
664917,2022-04-30
664917,2022-07-11
664917,2023-04-04
664917,2023-05-12
664917,2023-06-17
664917,2023-07-13
664917,2024-05-18
664917,2024-08-30
693976,2012-09-28
693976,2012-10-04
693976,2012-10-08
693976,2012-10-10
693976,2012-10-11
693976,2012-10-27
693976,2012-11-02
693976,2012-11-05
693976,2012-11-12
693976,2012-11-17
693976,2012-11-19
693976,2012-11-22
693976,2012-11-27
693976,2012-12-01
693976,2012-12-03
693976,2012-12-08
693976,2012-12-15
693976,2012-12-17
693976,2012-12-31
693976,2013-01-12
693976,2013-01-21
693976,2013-02-06
693976,2013-02-11
693976,2013-02-16
693976,2013-02-22
693976,2013-02-26
693976,2013-03-02
693976,2013-04-01
693976,2013-05-01
693976,2013-06-18
693976,2013-06-29
693976,2013-09-01
693976,2014-02-01
693976,2014-03-01
693976,2014-05-31
693976,2014-07-12
693976,2014-07-22
693976,2014-08-23
693976,2014-09-01
693976,2014-09-13
693976,2014-11-01
693976,2014-11-07
693976,2014-11-18
693976,2014-11-30
693976,2015-03-14
693976,2015-04-30
693976,2015-08-01
693976,2016-01-21
693976,2016-06-09
693976,2016-06-16
693976,2017-02-09
699903,2019-12-24
699903,2020-03-22
699903,2020-09-06
699903,2023-02-05
706264,2013-03-25
706264,2013-04-15
706264,2013-05-01
706264,2013-06-16
706264,2013-09-23
706264,2013-11-24
706264,2014-02-09
706264,2014-04-12
706264,2014-05-26
706264,2014-06-15
706264,2014-06-28
706264,2014-07-05
706264,2014-09-21
706264,2014-10-12
706264,2014-11-08
706264,2014-11-29
706264,2014-12-12
706264,2015-03-30
706264,2015-05-13
706264,2015-06-05
706264,2015-06-19
706264,2015-06-28
706264,2015-09-25
706264,2015-11-07
706264,2015-11-20
706264,2016-03-06
706264,2016-05-27
706264,2016-06-12
706264,2016-06-18
706264,2016-06-30
706264,2016-10-04
706264,2016-12-01
706264,2017-01-13
706264,2017-05-13
706264,2017-05-25
706264,2017-06-22
706264,2017-06-29
706264,2017-07-05
706264,2017-07-14
706264,2017-09-17
706264,2017-09-21
706264,2017-12-17
706264,2018-01-19
706264,2018-03-02
706264,2018-03-08
706264,2018-03-11
706264,2018-03-17
706264,2018-04-13
706264,2018-04-29
706264,2018-05-26
706264,2018-07-08
706264,2018-07-29
706264,2018-09-16
706264,2018-09-21
706264,2018-09-28
706264,2018-11-27
706264,2019-01-18
706264,2019-02-09
706264,2019-03-07
706264,2019-03-14
706264,2019-03-19
706264,2019-04-18
706264,2019-06-15
706264,2019-06-22
706264,2019-06-28
706264,2019-07-07
706264,2019-07-13
706264,2019-07-22
706264,2019-07-29
706264,2019-10-04
706264,2019-12-01
706264,2019-12-07
706264,2020-03-01
706264,2020-03-08
706264,2021-04-11
706264,2021-10-15
706264,2021-10-27
706264,2021-12-03
706264,2021-12-12
706264,2022-01-19
706264,2022-02-03
706264,2022-02-20
706264,2022-02-24
706264,2022-03-02
706264,2022-03-27
706264,2022-04-23
706264,2022-05-01
706264,2022-06-10
706264,2022-07-26
706264,2022-08-04
706264,2022-08-07
706264,2022-08-10
706264,2022-10-04
706264,2022-10-06
706264,2022-10-14
706264,2022-10-17
706264,2022-10-21
706264,2022-11-01
706264,2022-11-03
706264,2022-11-06
706264,2022-11-11
706264,2022-11-13
706264,2022-11-20
706264,2022-11-25
706264,2022-12-04
706264,2022-12-07
706264,2022-12-10
706264,2022-12-13
706264,2022-12-22
706264,2023-02-15
706264,2023-02-19
706264,2023-02-23
706264,2023-02-25
706264,2023-03-05
706264,2023-03-09
706264,2023-03-11
706264,2023-03-17
706264,2023-03-25
706264,2023-04-05
706264,2023-04-20
706264,2023-04-23
706264,2023-05-01
706264,2023-05-08
706264,2023-06-04
706264,2023-06-09
706264,2023-06-13
706264,2023-06-16
706264,2023-06-19
706264,2023-06-22
706264,2023-07-13
706264,2023-07-18
706264,2023-08-25
706264,2023-09-02
706264,2023-10-24
706264,2023-11-03
706264,2023-11-17
706264,2023-12-08
706264,2023-12-20
706264,2024-03-16
706264,2024-03-22
706264,2024-08-25
706264,2024-09-24
706264,2024-11-11
706264,2025-03-28
706264,2025-04-04
706264,2025-04-15
706264,2025-06-13
706264,2025-06-26
706264,2025-07-01
706264,2025-07-10
728403,2012-11-03
728403,2012-11-07
728403,2013-01-20
728403,2013-01-26
728403,2013-01-30
728403,2013-02-02
728403,2013-02-09
728403,2013-02-16
728403,2013-02-26
728403,2013-02-27
728403,2013-03-02
728403,2013-03-04
728403,2013-03-11
728403,2013-03-22
728403,2013-03-24
728403,2013-03-29
728403,2013-06-04
728403,2013-06-14
728403,2013-06-25
728403,2013-07-08
728403,2013-07-16
728403,2013-09-08
728403,2013-11-16
728403,2013-12-15
728403,2014-03-07
728403,2014-03-21
728403,2014-03-30
728403,2014-04-07
728403,2014-05-17
728403,2014-06-08
728403,2014-07-14
728403,2015-02-13
728403,2015-02-28
728403,2015-04-04
728403,2015-05-24
728403,2015-05-30
728403,2015-06-07
728403,2015-06-13
728403,2015-07-12
728403,2015-07-18
728403,2015-08-02
728403,2015-09-08
728403,2015-10-04
728403,2015-10-12
728403,2015-12-04
728403,2016-01-24
728403,2016-03-04
728403,2016-09-26
728403,2018-03-15
728403,2019-03-31
728403,2019-04-03
728403,2019-11-10
728403,2020-03-02
728403,2022-08-28
741176,2013-05-18
741176,2013-05-27
741176,2016-04-21
741176,2016-05-02
741176,2016-05-28
741176,2016-06-05
741176,2016-06-10
741176,2016-06-17
741176,2016-07-07
741176,2016-08-08
741176,2016-10-17
741176,2017-02-19
741176,2017-03-15
741176,2017-05-10
741176,2017-06-22
741176,2017-08-25
741176,2018-01-01
741176,2018-01-18
741176,2018-12-22
741176,2019-07-27
741176,2019-10-23
741176,2019-12-03
741176,2020-02-08
741176,2020-08-29
751882,2015-05-22
751882,2015-06-29
751882,2015-07-06
751882,2015-07-29
751882,2015-09-06
751882,2015-09-21
751882,2015-10-31
751882,2015-11-09
751882,2015-11-15
751882,2015-11-20
751882,2015-11-23
751882,2015-12-01
751882,2015-12-09
751882,2016-01-05
751882,2016-03-15
751882,2016-03-29
751882,2016-05-01
751882,2016-05-13
751882,2016-07-03
751882,2016-07-05
751882,2016-07-08
751882,2016-07-10
751882,2016-07-17
751882,2016-07-25
751882,2016-07-31
751882,2016-08-04
751882,2016-08-08
751882,2016-08-25
751882,2016-08-29
751882,2016-08-31
751882,2016-09-27
751882,2016-09-28
751882,2016-10-18
751882,2016-10-21
751882,2016-11-29
751882,2016-12-11
751882,2016-12-23
751882,2016-12-26
751882,2017-01-01
751882,2017-02-05
751882,2017-04-05
751882,2017-04-13
751882,2017-04-23
751882,2017-05-06
751882,2017-05-13
751882,2017-05-20
751882,2017-06-15
751882,2017-06-29
751882,2017-07-02
751882,2017-07-03
751882,2017-08-26
751882,2018-01-02
751882,2018-01-19
751882,2018-03-18
751882,2018-05-27
751882,2018-06-02
751882,2018-06-10
751882,2018-06-18
751882,2018-06-20
751882,2018-07-11
751882,2018-07-27
751882,2018-08-07
751882,2018-09-14
751882,2018-09-22
751882,2019-03-03
751882,2019-03-09
751882,2019-05-10
751882,2019-05-25
751882,2019-06-02
751882,2019-07-30
751882,2022-07-13
751882,2022-07-17
751882,2023-01-02
751941,2015-06-05
751941,2015-06-22
751941,2015-06-24
751941,2015-06-30
751941,2015-07-03
751941,2015-07-30
751941,2015-07-31
751941,2015-08-03
751941,2015-08-09
751941,2015-08-12
751941,2015-08-30
751941,2015-09-21
751941,2015-10-09
751941,2015-11-11
751941,2015-12-05
751941,2016-01-18
751941,2016-02-23
751941,2016-03-21
751941,2016-04-13
751941,2016-04-17
751941,2016-04-24
751941,2016-05-08
751941,2016-05-15
751941,2016-05-25
751941,2016-06-01
751941,2016-06-03
751941,2016-06-14
751941,2016-06-18
751941,2016-06-25
751941,2016-08-14
751941,2016-09-08
751941,2016-10-06
751941,2016-10-07
751941,2016-10-09
751941,2016-10-16
751941,2016-11-04
751941,2016-11-07
751941,2016-11-13
751941,2016-12-04
751941,2016-12-08
751941,2017-01-08
751941,2017-01-19
751941,2017-04-17
751941,2017-08-29
751941,2017-09-13
751941,2017-09-17
751941,2017-09-20
751941,2017-09-21
751941,2017-10-08
751941,2017-10-14
751941,2018-07-03
751941,2018-08-12
751941,2018-09-30
751941,2018-10-22
751941,2018-12-08
751941,2019-01-17
751941,2019-04-11
751941,2019-05-07
751941,2019-09-15
751941,2020-02-24
751941,2022-06-09
751941,2022-06-19
751941,2022-10-20
751941,2022-12-12
751941,2023-05-12
751941,2023-05-26
751941,2023-06-13
751941,2023-06-14
751941,2023-06-20
751941,2023-06-27
751941,2023-07-08
751941,2023-07-25
751941,2024-05-18
751941,2024-06-06
751941,2025-07-09
751941,2025-07-11
765191,2014-10-20
765191,2015-04-11
765191,2015-04-13
765191,2015-06-05
765191,2015-06-09
765191,2015-07-12
765191,2015-08-17
765191,2015-10-13
765191,2015-10-26
765191,2015-12-05
765191,2015-12-31
765191,2016-02-26
765191,2016-03-15
765191,2016-04-04
765191,2016-05-28
765191,2016-06-03
765191,2016-07-08
765191,2016-07-18
765191,2016-11-01
765191,2016-11-23
765191,2017-05-07
765191,2017-06-17
765191,2018-05-18
765191,2018-08-18
765191,2018-08-31
765191,2019-05-05
766186,2013-02-13
766186,2013-04-05
766186,2013-05-19
766186,2013-09-18
766186,2013-11-04
766186,2014-03-03
766186,2014-04-07
766186,2014-05-08
766186,2014-07-09
766186,2014-08-05
766186,2014-09-25
766186,2014-11-14
766186,2014-12-02
766186,2014-12-07
766186,2015-01-03
766186,2015-05-24
766186,2015-06-28
766186,2015-09-16
766186,2015-11-12
766186,2015-11-15
766186,2015-11-20
766186,2015-12-28
766186,2016-03-09
766186,2016-03-13
766186,2016-03-27
766186,2016-04-17
766186,2016-05-11
766186,2016-05-15
766186,2016-06-13
766186,2016-07-01
766186,2016-07-12
766186,2016-08-21
766186,2016-08-29
766186,2016-09-13
766186,2016-10-04
766186,2016-10-30
766186,2016-11-09
766186,2016-11-20
766186,2016-12-03
766186,2016-12-29
766186,2017-03-10
766186,2017-03-14
766186,2017-04-02
766186,2017-04-15
766186,2017-05-05
766186,2017-05-12
766186,2017-05-15
766186,2017-05-27
766186,2017-05-29
766186,2017-06-04
766186,2017-06-11
766186,2017-06-24
766186,2017-07-16
766186,2017-07-30
